Locus_name	Locus_TAIR_accession	InteractorLocus_name	InteractorLocus_TAIR_accession	Evidence_code	Evidence_description	TAIR_reference_id	PubMed_id	Date_updated	Annotated_by
AT1G35670	Locus:2014691	AT5G27760	Locus:2180335	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT1G35670	Locus:2014691	AT5G41670	Locus:2160422	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT1G35670	Locus:2014691	AT5G52550	Locus:2149564	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT1G35670	Locus:2014691	AT5G59880	Locus:2168052	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT1G37130	Locus:2029677	AT1G78300	Locus:2032060	IPI	yeast two-hybrid assay	Publication:1817	PMID:9933611	5/22/09	BIOGRID
AT1G37130	Locus:2029677	AT2G42590	Locus:2041544	IPI	yeast two-hybrid assay	Publication:1817	PMID:9933611	5/22/09	BIOGRID
AT1G37130	Locus:2029677	AT4G09000	Locus:2122323	IPI	yeast two-hybrid assay	Publication:1817	PMID:9933611	5/22/09	BIOGRID
AT1G37130	Locus:2029677	AT5G10450	Locus:2142489	IPI	yeast two-hybrid assay	Publication:1817	PMID:9933611	5/22/09	BIOGRID
AT1G37130	Locus:2029677	AT5G38480	Locus:2177386	IPI	yeast two-hybrid assay	Publication:1817	PMID:9933611	5/22/09	BIOGRID
AT1G37130	Locus:2029677	AT5G65430	Locus:2168262	IPI	yeast two-hybrid assay	Publication:1817	PMID:9933611	5/22/09	BIOGRID
AT1G53090	Locus:2037005	AT5G15840	Locus:2143206	IDA	in vitro reconstitution assay with recombinant protein	Publication:501719595	PMID:16854975	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT1G09140	Locus:2195346	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718489	PMID:16497658	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT1G23860	Locus:2199837	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718489	PMID:16497658	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT1G55310	Locus:2035651	IDA	in vitro binding assay	Publication:501718489	PMID:16497658	3/29/06	TAIR
AT1G53720	Locus:2024852	AT2G37340	Locus:2049766	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718489	PMID:16497658	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT3G13570	Locus:2086804	IDA	in vitro binding assay	Publication:501718489	PMID:16497658	3/29/06	TAIR
AT1G53720	Locus:2024852	AT3G55460	Locus:2099931	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718489	PMID:16497658	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT3G61860	Locus:2079502	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718489	PMID:16497658	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT4G25500	Locus:2131864	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718489	PMID:16497658	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT5G18810	Locus:2144945	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718489	PMID:16497658	5/22/09	BIOGRID
AT1G53720	Locus:2024852	AT5G64200	Locus:2173338	IDA	in vitro binding assay	Publication:501718489	PMID:16497658	3/29/06	TAIR
AT1G59940	Locus:2025911	AT5G48990	Locus:2154394	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G59940	Locus:2025911	AT5G53880	Locus:2154704	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G63440	Locus:2031361	AT2G31650	Locus:2065923	IPI	yeast two-hybrid assay	Publication:501718181	PMID:16367966	5/22/09	BIOGRID
AT1G63440	Locus:2031361	AT3G56240	Locus:2078461	IPI	yeast two-hybrid assay	Publication:501718181	PMID:16367966	5/2/06	TAIR
AT1G63650	Locus:2026629	AT5G24520	Locus:2153914	IPI	yeast two-hybrid assay	Publication:501710135	PMID:12917293	3/31/04	TAIR
AT1G63650	Locus:2026629	AT5G41315	Locus:504954829	IPI	yeast two-hybrid assay	Publication:501710135	PMID:12917293	3/31/04	TAIR
AT1G64280	Locus:2014200	AT3G12250	Locus:2082234	IPI	yeast two-hybrid assay	Publication:760	PMID:10659709	5/22/09	BIOGRID
AT1G64280	Locus:2014200	AT5G65210	Locus:2171820	IPI	yeast two-hybrid assay	Publication:760	PMID:10659709	5/22/09	BIOGRID
AT1G65790	Locus:2018546	AT3G46510	Locus:2075140	IPI	yeast two-hybrid assay	Publication:501725140	PMID:18552232	5/22/09	BIOGRID
AT1G65790	Locus:2018546	AT3G54850	Locus:2082682	IPI	yeast two-hybrid assay	Publication:501725140	PMID:18552232	5/22/09	BIOGRID
AT1G65790	Locus:2018546	AT5G65200	Locus:2171810	IPI	yeast two-hybrid assay	Publication:501725140	PMID:18552232	5/22/09	BIOGRID
AT1G66750	Locus:2033349	AT4G30820	Locus:2126659	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT1G66750	Locus:2033349	AT5G08690	Locus:505006590	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT1G66750	Locus:2033349	AT5G27620	Locus:2143671	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT1G69600	Locus:2026734	AT3G28920	Locus:2095157	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT1G69600	Locus:2026734	AT5G15210	Locus:2150871	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT1G69600	Locus:2026734	AT5G42780	Locus:2165502	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT1G69600	Locus:2026734	AT5G60480	Locus:2175138	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT1G74890	Locus:2027237	AT1G29920	Locus:2019372	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G75390	Locus:2018411	AT4G02640	Locus:2132372	IPI	yeast two-hybrid assay	Publication:501719057	PMID:16709202	4/5/07	TAIR
AT1G75390	Locus:2018411	AT5G24800	Locus:2149403	IPI	yeast two-hybrid assay	Publication:501719057	PMID:16709202	4/5/07	TAIR
AT1G75390	Locus:2018411	AT5G28770	Locus:2184251	IPI	yeast two-hybrid assay	Publication:501719057	PMID:16709202	4/5/07	TAIR
AT1G75950	Locus:2204435	AT3G51260	Locus:2080833	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	5/8/06	TAIR
AT1G77140	Locus:2196025	AT3G52850	Locus:2085136	IPI	Co-immunoprecipitation	Publication:273	PMID:10888666	2/27/08	TAIR
AT1G79860	Locus:2017844	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT1G80840	Locus:2025687	AT2G25000	Locus:2047395	IPI	yeast two-hybrid assay	Publication:501718948	PMID:16603654	6/9/06	TAIR
AT2G01120	Locus:2045745	AT4G14700	Locus:2130090	IPI	Co-immunoprecipitation	Publication:501717676	PMID:16179646	5/3/06	TAIR
AT2G01570	Locus:2005516	AT2G43010	Locus:2053733	IDA	in vitro reconstitution assay with recombinant protein		PMID:18216857	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT1G09980	Locus:2201936	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT1G20100	Locus:2198556	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT1G34370	Locus:2036303	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT1G55350	Locus:2035676	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT1G66480	Locus:2028942	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT2G02100	Locus:2051668	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT2G45450	Locus:2050926	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT2G47110	Locus:2041459	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT3G46230	Locus:2075256	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT5G37740	Locus:2151684	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01760	Locus:2065398	AT5G49710	Locus:2157017	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT1G13440	Locus:2010007	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT1G31780	Locus:2034506	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT1G62070	Locus:2018107	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT1G79530	Locus:2206435	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT2G05070	Locus:2044988	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT2G23760	Locus:2049035	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT2G38280	Locus:2042902	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT2G45960	Locus:2050649	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT2G47950	Locus:2043418	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT3G11070	Locus:2074618	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT4G15630	Locus:2130509	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G10940	Locus:2183735	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G16070	Locus:2146082	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G20290	Locus:2149194	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G28490	Locus:2147494	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G58090	Locus:2155841	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G59613	Locus:504954866	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G59850	Locus:2168118	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01830	Locus:2059718	AT5G60570	Locus:2175143	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G01980	Locus:2041100	AT5G35410	Locus:2155233	IPI	Sos-recruitment assay	Publication:501681529	PMID:12070350	6/8/06	TAIR
AT2G02540	Locus:2065304	AT5G65410	Locus:2168240	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT2G02560	Locus:2065279	AT5G46210	Locus:2162060	IDA	affinity capture	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT2G02760	Locus:2058806	AT2G44950	Locus:2054997	IPI	yeast two-hybrid assay	Publication:501728967	PMID:18849490	5/22/09	BIOGRID
AT2G02860	Locus:2056675	AT1G22710	Locus:2199633	IPI	yeast two-hybrid assay	Publication:501705868	PMID:12689351	6/8/06	TAIR
AT2G02950	Locus:2056695	AT1G14280	Locus:2012502	IDA	in vitro binding assay	Publication:501711445	PMID:14615593	6/9/06	TAIR
AT2G05620	Locus:2058974	ATCG00720	Locus:504954695	IPI	split-reporter assay	Publication:501724018	PMID:18243102	2/7/08	TAIR
AT2G13540	Locus:2054137	AT5G04275	Locus:1009023485	IDA	affinity capture	Publication:501729032	PMID:18829588	5/22/09	BIOGRID
AT2G13540	Locus:2054137	AT5G08185	Locus:1006230624	IDA	affinity capture	Publication:501729032	PMID:18829588	5/22/09	BIOGRID
AT2G16640	Locus:2059929	AT3G16620	Locus:2089348	IDA	affinity capture	Publication:501715212	PMID:15829604	5/22/09	BIOGRID
AT2G18196	Locus:1005716648	AT5G15210	Locus:2150871	IPI	yeast two-hybrid assay	Publication:501729233	PMID:18974936	5/22/09	BIOGRID
AT2G18350	Locus:2062141	AT4G24660	Locus:2121989	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT2G18350	Locus:2062141	AT5G39760	Locus:2167052	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT2G18790	Locus:2005515	AT4G18130	Locus:2005536	IDA	affinity capture	Publication:501712800	PMID:15273290	5/22/09	BIOGRID
AT2G18790	Locus:2005515	AT5G35840	Locus:2165199	IPI	Co-immunoprecipitation	Publication:501712800	PMID:15273290	6/18/06	TAIR
AT2G18915	Locus:505006254	AT1G68050	Locus:2200176	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT2G24790	Locus:2047246	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT2G33500	Locus:2051104	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT2G47890	Locus:2043288	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT3G02380	Locus:2074587	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT5G24930	Locus:2149353	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT2G20570	Locus:2046026	AT4G36730	Locus:2115250	IPI	yeast two-hybrid assay	Publication:501681953	PMID:11828027	7/31/03	TAIR
AT2G25490	Locus:2040105	AT3G20770	Locus:2091906	IPI	yeast two-hybrid assay	Publication:501711622	PMID:14675532	5/11/06	TAIR
AT2G26300	Locus:2005529	AT3G15730	Locus:2093227	IDA	in vitro binding assay	Publication:501718926	PMID:16614222	7/18/06	TAIR
AT2G26650	Locus:2043839	AT4G32650	Locus:2005524	IPI	yeast two-hybrid assay	Publication:501713073	PMID:15299147	6/9/06	TAIR
AT2G27230	Locus:2039580	AT1G68810	Locus:2012393	IPI	yeast two-hybrid assay	Publication:501722646	PMID:17626058	8/13/07	TAIR
AT2G27230	Locus:2039580	AT3G25710	Locus:2085964	IPI	yeast two-hybrid assay	Publication:501722646	PMID:17626058	8/13/07	TAIR
AT2G27960	Locus:2057836	AT2G22490	Locus:2041193	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT2G27960	Locus:2057836	AT3G53880	Locus:2084505	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT2G27960	Locus:2057836	AT3G54180	Locus:2080290	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT2G27960	Locus:2057836	AT4G14310	Locus:2129610	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT2G27990	Locus:2057856	AT4G08150	Locus:2128828	IPI	yeast two-hybrid assay	Publication:501719481	PMID:16741748	7/21/08	TAIR
AT2G28290	Locus:2062840	AT2G33610	Locus:2051028	IPI	fusion protein pull-down assay	Publication:501720991	PMID:17293567	3/27/07	TAIR
AT2G28290	Locus:2062840	AT2G47620	Locus:2043263	IPI	fusion protein pull-down assay	Publication:501720991	PMID:17293567	3/27/07	TAIR
AT2G30020	Locus:2045678	AT4G01370	Locus:2124943	IPI	yeast two-hybrid assay	Publication:501722743	PMID:17630279	8/28/07	TAIR
AT2G31380	Locus:2061330	AT5G11260	Locus:2148007	IPI	fluorescence resonance energy transfer (FRET)	Publication:501728726	PMID:18796637	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT1G04400	Locus:2018254	IPI	Co-immunoprecipitation	Publication:1546197	PMID:11752373	4/25/06	TAIR
AT2G32950	Locus:2059359	AT1G09570	Locus:2012300	IDA	in vitro reconstitution assay with recombinant protein	Publication:501715508	PMID:15031264	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT1G22770	Locus:2199685	IPI	split-reporter assay		PMID:19061637	5/22/09	BIOGRID
AT2G33610	Locus:2051028	AT4G16280	Locus:2130364	IPI	yeast two-hybrid assay	Publication:501682006	PMID:12140326	8/29/03	TAIR
AT2G34650	Locus:2062268	AT5G04510	Locus:2184357	IPI	Co-immunoprecipitation	Publication:501718961	PMID:16601102	6/14/06	TAIR
AT2G34690	Locus:2061529	AT3G13720	Locus:2091556	IPI	yeast two-hybrid assay	Publication:501728985	PMID:18845362	5/22/09	BIOGRID
AT2G35190	Locus:2063459	AT1G26670	Locus:2200595	IDA	affinity capture	Publication:501681563	PMID:12068098	5/22/09	BIOGRID
AT2G35670	Locus:2005510	AT4G02020	Locus:2132178	IPI	yeast two-hybrid assay	Publication:501719688	PMID:16924116	11/14/06	TAIR
AT2G37680	Locus:2040761	AT5G02200	Locus:2185188	IDA	in vitro reconstitution assay with recombinant protein	Publication:501722825	PMID:16045472	5/22/09	BIOGRID
AT2G38170	Locus:2042852	AT3G51860	Locus:2074348	IPI	yeast two-hybrid assay	Publication:501729290	PMID:19098009	5/22/09	BIOGRID
AT2G38170	Locus:2042852	AT3G54900	Locus:2082647	IPI	yeast two-hybrid assay	Publication:501682889	PMID:12480930	6/14/06	TAIR
AT2G38440	Locus:2057155	AT2G22640	Locus:2066055	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT2G38440	Locus:2057155	AT4G26080	Locus:2005488	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT2G39940	Locus:2061136	AT4G02570	Locus:2132377	IPI	Co-immunoprecipitation	Publication:501681819	PMID:12172031	2/21/06	TAIR
AT2G41110	Locus:2063224	AT5G65930	Locus:2152059	IDA	electrophoretic mobility shift (EMSA)	Publication:1066	PMID:10531384	6/13/06	TAIR
AT2G43160	Locus:2040981	AT3G08530	Locus:2103442	IDA	in vitro reconstitution assay with recombinant protein	Publication:501721044	PMID:17277094	5/22/09	BIOGRID
AT2G43160	Locus:2040981	AT5G22770	Locus:2162419	IDA	in vitro reconstitution assay with recombinant protein	Publication:501721044	PMID:17277094	5/22/09	BIOGRID
AT2G43350	Locus:2058233	AT5G57050	Locus:2164610	IPI	fusion protein pull-down assay	Publication:501719871	PMID:16998070	10/31/06	TAIR
AT2G43790	Locus:2043904	AT5G63310	Locus:2161922	IPI	yeast two-hybrid assay	Publication:501682759	PMID:12506203	6/16/06	TAIR
AT3G01090	Locus:2102132	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	9/22/03	TAIR
AT3G02850	Locus:2075442	AT5G37500	Locus:2169866	IPI	yeast two-hybrid assay	Publication:501713085	PMID:15298894	5/18/06	TAIR
AT3G04280	Locus:2102960	AT3G29350	Locus:2093817	IPI	split-reporter assay	Publication:501727342	PMID:18625081	5/22/09	BIOGRID
AT3G04680	Locus:2084938	AT5G13480	Locus:2185036	IDA	affinity capture	Publication:501728856	PMID:18971429	5/22/09	BIOGRID
AT3G04680	Locus:2084938	AT5G23880	Locus:2172843	IDA	affinity capture	Publication:501728856	PMID:18971429	5/22/09	BIOGRID
AT3G04680	Locus:2084938	AT5G51660	Locus:2153122	IDA	affinity capture	Publication:501728856	PMID:18971429	5/22/09	BIOGRID
AT3G05120	Locus:2096314	AT4G31500	Locus:2125264	IPI	yeast two-hybrid assay	Publication:501720506	PMID:17194763	5/22/09	BIOGRID
AT3G05330	Locus:2096279	AT3G19050	Locus:2085844	IPI	yeast two-hybrid assay	Publication:501723278	PMID:17964159	2/7/08	TAIR
AT3G06120	Locus:2082400	AT3G26744	Locus:2090847	IPI	yeast two-hybrid assay	Publication:501727307	PMID:18641265	5/22/09	BIOGRID
AT3G13550	Locus:2092830	AT5G41340	Locus:2177871	IDA	in vitro reconstitution assay with recombinant protein		PMID:19061479	5/22/09	BIOGRID
AT3G15540	Locus:2090141	AT5G20730	Locus:2180469	NAS	meeting abstract	Publication:1546920		1/4/05	TAIR
AT3G16857	Locus:2093668	AT3G28430	Locus:2088917	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G16857	Locus:2093668	AT4G20890	Locus:2133084	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G16890	Locus:2086032	AT2G07727	Locus:2828323	IDA	co-fractionation	Publication:501724032	PMID:18305213	5/22/09	BIOGRID
AT3G16890	Locus:2086032	AT3G16480	Locus:2088309	IDA	co-fractionation	Publication:501724032	PMID:18305213	5/22/09	BIOGRID
AT3G16890	Locus:2086032	AT4G32470	Locus:2127846	IDA	co-fractionation	Publication:501724032	PMID:18305213	5/22/09	BIOGRID
AT3G16890	Locus:2086032	AT5G13430	Locus:2181670	IDA	co-fractionation	Publication:501724032	PMID:18305213	5/22/09	BIOGRID
AT3G16890	Locus:2086032	AT5G25450	Locus:2145527	IDA	co-fractionation	Publication:501724032	PMID:18305213	5/22/09	BIOGRID
AT3G16890	Locus:2086032	AT5G40810	Locus:2164471	IDA	co-fractionation	Publication:501724032	PMID:18305213	5/22/09	BIOGRID
AT3G19350	Locus:2090654	AT2G41430	Locus:2060529	IPI	yeast two-hybrid assay	Publication:501728727	PMID:18796636	5/22/09	BIOGRID
AT3G19350	Locus:2090654	AT4G10610	Locus:2139242	IPI	yeast two-hybrid assay	Publication:501728727	PMID:18796636	5/22/09	BIOGRID
AT3G21510	Locus:2089900	AT3G57040	Locus:2080590	IPI	yeast two-hybrid assay	Publication:156	PMID:10930573	2/17/06	TAIR
AT3G21640	Locus:2089890	AT2G34660	Locus:2061559	IPI	yeast two-hybrid assay	Publication:501712497	PMID:15133126	3/3/06	TAIR
AT3G21640	Locus:2089890	AT2G36910	Locus:2057961	IPI	yeast two-hybrid assay	Publication:501711354	PMID:14517332	3/3/06	TAIR
AT3G21640	Locus:2089890	AT3G28860	Locus:2090734	IPI	yeast two-hybrid assay	Publication:501711354	PMID:14517332	3/3/06	TAIR
AT3G23050	Locus:2094598	AT4G02570	Locus:2132377	IDA	in vitro reconstitution assay with recombinant protein	Publication:1546000	PMID:11713520	5/22/09	BIOGRID
AT3G24140	Locus:2093746	AT3G26744	Locus:2090847	IPI	yeast two-hybrid assay	Publication:501727307	PMID:18641265	5/22/09	BIOGRID
AT3G24140	Locus:2093746	AT5G46690	Locus:2178560	IPI	yeast two-hybrid assay	Publication:501720415	PMID:17088607	12/18/06	TAIR
AT3G24140	Locus:2093746	AT5G65640	Locus:2155725	IPI	yeast two-hybrid assay	Publication:501720415	PMID:17088607	12/18/06	TAIR
AT3G28860	Locus:2090734	AT5G57090	Locus:2175559	IPI	yeast two-hybrid assay	Publication:501720737	PMID:17237354	3/8/07	TAIR
AT3G29350	Locus:2093817	AT2G17820	Locus:2827836	IPI	yeast two-hybrid assay	Publication:156	PMID:10930573	5/11/06	TAIR
AT3G29350	Locus:2093817	AT2G31070	Locus:2055861	IPI	yeast two-hybrid assay	Publication:501680317	PMID:11158442	5/11/06	TAIR
AT3G48100	Locus:2097870	AT1G52070	Locus:2034076	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT1G68790	Locus:2012423	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT2G30410	Locus:2064367	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT3G44110	Locus:2081378	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT3G48040	Locus:2097905	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT4G17240	Locus:2130744	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT4G29040	Locus:2119926	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT4G34670	Locus:2139574	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT5G19650	Locus:2183209	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT5G26830	Locus:2148538	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT5G46250	Locus:2170478	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT5G46430	Locus:2151471	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT5G62440	Locus:2154089	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT1G23190	Locus:2028110	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT1G64520	Locus:2019504	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT1G78900	Locus:2037493	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT3G19150	Locus:2094118	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT3G49240	Locus:2082871	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT4G28470	Locus:2121358	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT5G10440	Locus:2142504	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT5G23540	Locus:2171696	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT5G40460	Locus:2155657	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G48750	Locus:2099478	AT5G63610	Locus:2160609	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
